group	module_no	p-value-rank	log2foldRatio	# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
ALL	7	4	4.298	GO:0000785	CC	e	chromatin	5/5	1094/20424	4.3713946535159626e-07	2	5	0.000862913304604051	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	4.176	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/5	1196/20424	6.831699524385285e-07	9	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	4.152	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/5	1217/20424	7.453985861059471e-07	8	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	3.998	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/5	1364/20424	1.3194502301729153e-06	3	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	3.951	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/5	1412/20424	1.568928372907605e-06	8	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	3.949	GO:0003700	MF	e	DNA-binding transcription factor activity	5/5	1414/20424	1.5800871469053282e-06	2	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	3.864	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/5	1506/20424	2.166441005472449e-06	7	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	5	3.862	GO:0001067	MF	e	regulatory region nucleic acid binding	5/5	1508/20424	2.18088390708367e-06	4	5	0.0015088601088580303	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	6	3.814	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/5	1563/20424	2.609289520680986e-06	6	5	0.001579598643582252	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	7	3.736	GO:0003690	MF	e	double-stranded DNA binding	5/5	1657/20424	3.4954077408403254e-06	5	5	0.0017341376841097278	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	7	3.73	GO:0043565	MF	e	sequence-specific DNA binding	5/5	1665/20424	3.580709651269312e-06	5	5	0.0017341376841097278	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	8	3.541	GO:0140110	MF	e	transcription regulator activity	5/5	1919/20424	7.288172101308325e-06	1	5	0.0032087834078760196	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	11	3.211	GO:0003677	MF	e	DNA binding	5/5	2473/20424	2.5934149932193494e-05	4	5	0.010466590676801092	ENSG00000105717, ENSG00000114861, ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	14	4.801	GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	3/5	456/20424	0.0001069323121878323	4	3	0.03796379941901819	ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	7	14	4.789	GO:0001216	MF	e	DNA-binding transcription activator activity	3/5	460/20424	0.00010974461942313744	3	3	0.03796379941901819	ENSG00000134138, ENSG00000167081, ENSG00000185630
ALL	16	7	3.173	GO:0006357	BP	e	regulation of transcription by RNA polymerase II	6/6	2547/20424	3.741866777105145e-06	10	6	0.028619110917054862	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	3.92	GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	5/6	1204/20424	4.0308047427978534e-06	11	5	0.028619110917054862	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	8.649	GO:0035855	BP	e	megakaryocyte development	2/6	17/20424	9.762229347250549e-06	5	2	0.028619110917054862	ENSG00000151702, ENSG00000162367
ALL	16	7	3.531	GO:0045893	BP	e	positive regulation of transcription, DNA-templated	5/6	1612/20424	1.707373538714437e-05	10	5	0.028619110917054862	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	3.531	GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	5/6	1612/20424	1.707373538714437e-05	9	5	0.028619110917054862	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	3.526	GO:1902680	BP	e	positive regulation of RNA biosynthetic process	5/6	1618/20424	1.738970160325569e-05	8	5	0.028619110917054862	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	8.153	GO:0098751	BP	e	bone cell development	2/6	24/20424	1.9793474820123603e-05	4	2	0.028619110917054862	ENSG00000151702, ENSG00000162367
ALL	16	7	2.82	GO:0006355	BP	e	regulation of transcription, DNA-templated	6/6	3369/20424	2.0069915977405287e-05	9	6	0.028619110917054862	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	2.82	GO:1903506	BP	e	regulation of nucleic acid-templated transcription	6/6	3370/20424	2.0105712497469137e-05	8	6	0.028619110917054862	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	2.819	GO:0010604	BP	e	positive regulation of macromolecule metabolic process	6/6	3371/20424	2.01415622079966e-05	5	6	0.028619110917054862	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	7	2.816	GO:2001141	BP	e	regulation of RNA biosynthetic process	6/6	3379/20424	2.0430282308235673e-05	7	6	0.028619110917054862	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	8	3.454	GO:0051254	BP	e	positive regulation of RNA metabolic process	5/6	1709/20424	2.2778390304546184e-05	7	5	0.02924935135022935	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	10	2.725	GO:0051252	BP	e	regulation of RNA metabolic process	6/6	3639/20424	3.188419384776022e-05	6	6	0.032522922381046156	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	10	7.785	GO:0045648	BP	e	positive regulation of erythrocyte differentiation	2/6	31/20424	3.331721718445582e-05	8	2	0.032522922381046156	ENSG00000134954, ENSG00000162367
ALL	16	10	3.35	GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	5/6	1850/20424	3.366441862176059e-05	6	5	0.032522922381046156	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	10	2.713	GO:0009893	BP	e	positive regulation of metabolic process	6/6	3674/20424	3.3770313329660486e-05	4	6	0.032522922381046156	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	3.32	GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	5/6	1894/20424	3.77939932984454e-05	6	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	3.282	GO:0031328	BP	e	positive regulation of cellular biosynthetic process	5/6	1951/20424	4.373008222500138e-05	6	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	2.661	GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	6/6	3836/20424	4.375691786975076e-05	6	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	2.652	GO:0010556	BP	e	regulation of macromolecule biosynthetic process	6/6	3864/20424	4.570988798122452e-05	5	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	2.644	GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	6/6	3889/20424	4.751447745731072e-05	5	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	3.259	GO:0009891	BP	e	positive regulation of biosynthetic process	5/6	1985/20424	4.760796086885693e-05	5	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	11	3.249	GO:0030154	BP	e	cell differentiation	5/6	2001/20424	4.952464373369651e-05	3	5	0.03317935805619694	ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	12	7.456	GO:1990090	BP	e	cellular response to nerve growth factor stimulus	2/6	39/20424	5.303712446633896e-05	6	2	0.03405204378757571	ENSG00000101412, ENSG00000125968
ALL	16	13	2.604	GO:0031326	BP	e	regulation of cellular biosynthetic process	6/6	4020/20424	5.797079469613764e-05	5	6	0.03477468529903935	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	13	7.384	GO:1990089	BP	e	response to nerve growth factor	2/6	41/20424	5.867621635245785e-05	5	2	0.03477468529903935	ENSG00000101412, ENSG00000125968
ALL	16	14	3.953	GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	4/6	940/20424	6.208222905928487e-05	11	4	0.03487018009032575	ENSG00000101412, ENSG00000125968, ENSG00000157557, ENSG00000162367
ALL	16	14	2.586	GO:0009889	BP	e	regulation of biosynthetic process	6/6	4080/20424	6.336329693874495e-05	4	6	0.03487018009032575	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	15	7.251	GO:0045646	BP	e	regulation of erythrocyte differentiation	2/6	45/20424	7.080377345485693e-05	7	2	0.03762121879882381	ENSG00000134954, ENSG00000162367
ALL	16	17	7.129	GO:0061515	BP	e	myeloid cell development	2/6	49/20424	8.406233957021202e-05	4	2	0.04317721968124657	ENSG00000151702, ENSG00000162367
ALL	16	19	7.044	GO:0043392	BP	e	negative regulation of DNA binding	2/6	52/20424	9.474741489775867e-05	5	2	0.04709557794063108	ENSG00000101412, ENSG00000125968
ALL	16	2	4.049	GO:0000785	CC	e	chromatin	5/6	1094/20424	2.506267695241277e-06	2	5	0.004947372430406281	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	16	2.671	GO:0005654	CC	e	nucleoplasm	6/6	3804/20424	4.161059086594567e-05	2	6	0.04106965318468837	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	1	3.541	GO:0140110	MF	e	transcription regulator activity	6/6	1919/20424	6.831657476833619e-07	1	6	0.0033085717160305215	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	3	3.929	GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/6	1196/20424	3.899779934755623e-06	9	5	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	3	4.911	GO:0140297	MF	e	DNA-binding transcription factor binding	4/6	468/20424	3.936664590861526e-06	4	4	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
ALL	16	3	3.905	GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/6	1217/20424	4.251170329042252e-06	8	5	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	4	3.753	GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/6	1364/20424	7.47761698361574e-06	3	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	4	3.706	GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/6	1412/20424	8.873024123447761e-06	8	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	4	3.705	GO:0003700	MF	e	DNA-binding transcription factor activity	5/6	1414/20424	8.935358380532832e-06	2	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	4	4.585	GO:0008134	MF	e	transcription factor binding	4/6	592/20424	1.0006879984577666e-05	3	4	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
ALL	16	4	3.621	GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/6	1506/20424	1.220237100711639e-05	7	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	4	3.619	GO:0001067	MF	e	regulatory region nucleic acid binding	5/6	1508/20424	1.2282651865351594e-05	4	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	5	3.572	GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/6	1563/20424	1.4660273812633164e-05	6	5	0.006454518734052946	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	6	3.495	GO:0003690	MF	e	double-stranded DNA binding	5/6	1657/20424	1.9558465939144934e-05	5	5	0.007461482008032098	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	6	3.488	GO:0043565	MF	e	sequence-specific DNA binding	5/6	1665/20424	2.0028756164447093e-05	5	5	0.007461482008032098	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	16	9	4.927	GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/6	347/20424	9.361470497283922e-05	5	3	0.032384001155961455	ENSG00000134954, ENSG00000157557, ENSG00000162367
ALL	16	18	2.979	GO:0003677	MF	e	DNA binding	5/6	2473/20424	0.00013993187886910045	4	5	0.04517933929087024	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
ALL	21	3	9.927	GO:0071374	BP	e	cellular response to parathyroid hormone stimulus	2/6	7/20424	1.5093731961463642e-06	6	2	0.012650188590742071	ENSG00000081189, ENSG00000167941
ALL	21	3	6.618	GO:0007517	BP	e	muscle organ development	3/6	105/20424	2.611213191218569e-06	4	3	0.012650188590742071	ENSG00000068305, ENSG00000081189, ENSG00000116604
ALL	21	3	9.413	GO:0071107	BP	e	response to parathyroid hormone	2/6	10/20424	3.2331041304208546e-06	5	2	0.012650188590742071	ENSG00000081189, ENSG00000167941
ALL	21	3	6.489	GO:0061061	BP	e	muscle structure development	3/6	115/20424	3.435448492540788e-06	3	3	0.012650188590742071	ENSG00000068305, ENSG00000081189, ENSG00000116604
ALL	21	3	6.404	GO:0001503	BP	e	ossification	3/6	122/20424	4.10480517578755e-06	2	3	0.012650188590742071	ENSG00000081189, ENSG00000116604, ENSG00000167941
ALL	21	5	2.96	GO:0032501	BP	e	multicellular organismal process	6/6	3011/20424	1.0222893864331794e-05	1	6	0.026254095259248104	ENSG00000068305, ENSG00000081189, ENSG00000109061, ENSG00000116604, ENSG00000125414, ENSG00000167941
ALL	21	6	5.647	GO:0007507	BP	e	heart development	3/6	208/20424	2.0357777286650346e-05	4	3	0.044813284315713596	ENSG00000068305, ENSG00000081189, ENSG00000116604
ALL	21	7	7.932	GO:0036075	BP	e	replacement ossification	2/6	28/20424	2.7094291548618975e-05	3	2	0.04638843760807442	ENSG00000081189, ENSG00000116604
ALL	21	7	7.932	GO:0001958	BP	e	endochondral ossification	2/6	28/20424	2.7094291548618975e-05	4	2	0.04638843760807442	ENSG00000081189, ENSG00000116604
ALL	21	2	8.829	GO:0005859	CC	e	muscle myosin complex	2/6	15/20424	7.538984572013807e-06	4	2	0.010903459329358092	ENSG00000109061, ENSG00000125414
ALL	21	2	8.278	GO:0032982	CC	e	myosin filament	2/6	22/20424	1.6570606883522937e-05	5	2	0.010903459329358092	ENSG00000109061, ENSG00000125414
ALL	21	2	8.278	GO:0016460	CC	e	myosin II complex	2/6	22/20424	1.6570606883522937e-05	3	2	0.010903459329358092	ENSG00000109061, ENSG00000125414
ALL	21	1	4.911	GO:0140297	MF	e	DNA-binding transcription factor binding	4/6	468/20424	3.936664590861526e-06	4	4	0.010187153559869792	ENSG00000068305, ENSG00000081189, ENSG00000116604, ENSG00000167941
ALL	21	1	6.393	GO:0042826	MF	e	histone deacetylase binding	3/6	123/20424	4.206959966908855e-06	4	3	0.010187153559869792	ENSG00000068305, ENSG00000081189, ENSG00000116604
ALL	21	4	4.585	GO:0008134	MF	e	transcription factor binding	4/6	592/20424	1.0006879984577666e-05	3	4	0.01615443992176988	ENSG00000068305, ENSG00000081189, ENSG00000116604, ENSG00000167941
ALL	28	1	6.018	GO:0009615	BP	e	response to virus	7/7	320/20424	2.1717773796246136e-13	5	7	3.3464917642635673e-09	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	2	6.332	GO:0051607	BP	e	defense response to virus	6/7	220/20424	1.0123443465896636e-11	7	6	5.1997380122000426e-08	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	2	6.332	GO:0140546	BP	e	defense response to symbiont	6/7	220/20424	1.0123443465896636e-11	6	6	5.1997380122000426e-08	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	3	5.681	GO:0019221	BP	e	cytokine-mediated signaling pathway	6/7	348/20424	1.61788742228252e-10	6	6	6.232506822487837e-07	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	4	4.375	GO:0051707	BP	e	response to other organism	7/7	1034/20424	8.361148065188397e-10	4	7	2.5767386107297603e-06	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	5	7.762	GO:0098586	BP	e	cellular response to virus	4/7	54/20424	1.5181721063704812e-09	6	4	3.898918997843791e-06	ENSG00000109320, ENSG00000169245, ENSG00000171855, ENSG00000185507
ALL	28	6	5.097	GO:0002252	BP	e	immune effector process	6/7	527/20424	1.9652929234128233e-09	2	6	4.326171236695456e-06	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	7	4.147	GO:0043207	BP	e	response to external biotic stimulus	7/7	1222/20424	2.7007402998335436e-09	3	7	5.0453239515469605e-06	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	7	4.127	GO:0006952	BP	e	defense response	7/7	1240/20424	2.9925740195104206e-09	3	7	5.0453239515469605e-06	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	7	4.109	GO:0009607	BP	e	response to biotic stimulus	7/7	1256/20424	3.2742708492095276e-09	2	7	5.0453239515469605e-06	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	8	4.072	GO:0044419	BP	e	biological process involved in interspecies interaction between organisms	7/7	1291/20424	3.970711680546274e-09	1	7	5.562245116867049e-06	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
ALL	28	9	8.851	GO:0060337	BP	e	type I interferon signaling pathway	3/7	19/20424	2.3832156506964632e-08	7	3	3.060247496798483e-05	ENSG00000115415, ENSG00000171855, ENSG00000185507
ALL	28	10	4.467	GO:0098542	BP	e	defense response to other organism	6/7	829/20424	2.9699824415268144e-08	5	6	3.520343033960514e-05	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
